"";"weights";"n_sim";"mu";"N";"lift";"sd";"power_ttest";"power_mwtest"
"4861";"5050";1000;5;1000;7,00000000000001;2;0,806;0,785
"4862";"7525";1000;5;1000;7,00000000000001;2;0,635;0,618
"4863";"9010";1000;5;1000;7,00000000000001;2;0,419;0,358
"4864";"9901";1000;5;1000;7,00000000000001;2;0,135;0,017
"4865";"5050";1000;5;1000;8,00000000000001;2;0,898;0,891
"4866";"7525";1000;5;1000;8,00000000000001;2;0,773;0,774
"4867";"9010";1000;5;1000;8,00000000000001;2;0,46;0,451
"4868";"9901";1000;5;1000;8,00000000000001;2;0,189;0,017
"4869";"5050";1000;5;1000;9,00000000000001;2;0,938;0,934
"4870";"7525";1000;5;1000;9,00000000000001;2;0,868;0,861
"4871";"9010";1000;5;1000;9,00000000000001;2;0,544;0,568
"4872";"9901";1000;5;1000;9,00000000000001;2;0,254;0,043
"4873";"5050";1000;5;1000;10;2;0,984;0,968
"4874";"7525";1000;5;1000;10;2;0,939;0,924
"4875";"9010";1000;5;1000;10;2;0,666;0,609
"4876";"9901";1000;5;1000;10;2;0,287;0,056
"4877";"5050";1000;5;1000;20;2;1;1
"4878";"7525";1000;5;1000;20;2;1;1
"4879";"9010";1000;5;1000;20;2;0,993;0,997
"4880";"9901";1000;5;1000;20;2;0,771;0,466
"4881";"5050";1000;5;1000;50;2;1;1
"4882";"7525";1000;5;1000;50;2;1;1
"4883";"9010";1000;5;1000;50;2;1;1
"4884";"9901";1000;5;1000;50;2;1;1
"4885";"5050";1000;5;1000;100;2;1;1
"4886";"7525";1000;5;1000;100;2;1;1
"4887";"9010";1000;5;1000;100;2;1;1
"4888";"9901";1000;5;1000;100;2;1;1
"4889";"5050";1000;5;1000;1;5;0,057;0,052
"4890";"7525";1000;5;1000;1;5;0,056;0,061
"4891";"9010";1000;5;1000;1;5;0,046;0,038
"4892";"9901";1000;5;1000;1;5;0,069;0
"4893";"5050";1000;5;1000;2;5;0,073;0,064
"4894";"7525";1000;5;1000;2;5;0,061;0,064
"4895";"9010";1000;5;1000;2;5;0,049;0,05
"4896";"9901";1000;5;1000;2;5;0,058;0
"4897";"5050";1000;5;1000;3;5;0,067;0,086
"4898";"7525";1000;5;1000;3;5;0,059;0,064
"4899";"9010";1000;5;1000;3;5;0,06;0,059
"4900";"9901";1000;5;1000;3;5;0,059;0
"4901";"5050";1000;5;1000;4;5;0,087;0,096
"4902";"7525";1000;5;1000;4;5;0,075;0,08
"4903";"9010";1000;5;1000;4;5;0,072;0,068
"4904";"9901";1000;5;1000;4;5;0,085;0
"4905";"5050";1000;5;1000;5;5;0,117;0,132
"4906";"7525";1000;5;1000;5;5;0,098;0,1
"4907";"9010";1000;5;1000;5;5;0,09;0,072
"4908";"9901";1000;5;1000;5;5;0,115;0
"4909";"5050";1000;5;1000;6,00000000000001;5;0,159;0,162
"4910";"7525";1000;5;1000;6,00000000000001;5;0,134;0,114
"4911";"9010";1000;5;1000;6,00000000000001;5;0,076;0,085
"4912";"9901";1000;5;1000;6,00000000000001;5;0,129;0
"4913";"5050";1000;5;1000;7,00000000000001;5;0,214;0,191
"4914";"7525";1000;5;1000;7,00000000000001;5;0,165;0,154
"4915";"9010";1000;5;1000;7,00000000000001;5;0,093;0,108
"4916";"9901";1000;5;1000;7,00000000000001;5;0,145;0
"4917";"5050";1000;5;1000;8,00000000000001;5;0,251;0,229
"4918";"7525";1000;5;1000;8,00000000000001;5;0,211;0,164
"4919";"9010";1000;5;1000;8,00000000000001;5;0,113;0,112
"4920";"9901";1000;5;1000;8,00000000000001;5;0,19;0
"4921";"5050";1000;5;1000;9,00000000000001;5;0,322;0,279
"4922";"7525";1000;5;1000;9,00000000000001;5;0,232;0,245
"4923";"9010";1000;5;1000;9,00000000000001;5;0,144;0,123
"4924";"9901";1000;5;1000;9,00000000000001;5;0,205;0
"4925";"5050";1000;5;1000;10;5;0,326;0,336
"4926";"7525";1000;5;1000;10;5;0,277;0,251
"4927";"9010";1000;5;1000;10;5;0,15;0,137
"4928";"9901";1000;5;1000;10;5;0,265;0
"4929";"5050";1000;5;1000;20;5;0,901;0,876
"4930";"7525";1000;5;1000;20;5;0,79;0,765
"4931";"9010";1000;5;1000;20;5;0,472;0,466
"4932";"9901";1000;5;1000;20;5;0,755;0
"4933";"5050";1000;5;1000;50;5;1;1
"4934";"7525";1000;5;1000;50;5;1;1
"4935";"9010";1000;5;1000;50;5;0,995;0,994
"4936";"9901";1000;5;1000;50;5;1;0,607
"4937";"5050";1000;5;1000;100;5;1;1
"4938";"7525";1000;5;1000;100;5;1;1
"4939";"9010";1000;5;1000;100;5;1;1
"4940";"9901";1000;5;1000;100;5;1;1
"4941";"5050";1000;5;1000;1;10;0,052;0,059
"4942";"7525";1000;5;1000;1;10;0,039;0,058
"4943";"9010";1000;5;1000;1;10;0,045;0,049
"4944";"9901";1000;5;1000;1;10;0,051;0
"4945";"5050";1000;5;1000;2;10;0,038;0,048
"4946";"7525";1000;5;1000;2;10;0,059;0,069
"4947";"9010";1000;5;1000;2;10;0,051;0,046
"4948";"9901";1000;5;1000;2;10;0,068;0
"4949";"5050";1000;5;1000;3;10;0,051;0,059
"4950";"7525";1000;5;1000;3;10;0,051;0,068
"4951";"9010";1000;5;1000;3;10;0,04;0,052
"4952";"9901";1000;5;1000;3;10;0,059;0
"4953";"5050";1000;5;1000;4;10;0,079;0,056
"4954";"7525";1000;5;1000;4;10;0,066;0,057
"4955";"9010";1000;5;1000;4;10;0,054;0,061
"4956";"9901";1000;5;1000;4;10;0,076;0
"4957";"5050";1000;5;1000;5;10;0,068;0,06
"4958";"7525";1000;5;1000;5;10;0,06;0,067
"4959";"9010";1000;5;1000;5;10;0,066;0,055
"4960";"9901";1000;5;1000;5;10;0,078;0
"4961";"5050";1000;5;1000;6,00000000000001;10;0,083;0,079
"4962";"7525";1000;5;1000;6,00000000000001;10;0,063;0,07
"4963";"9010";1000;5;1000;6,00000000000001;10;0,059;0,057
"4964";"9901";1000;5;1000;6,00000000000001;10;0,096;0
"4965";"5050";1000;5;1000;7,00000000000001;10;0,092;0,073
"4966";"7525";1000;5;1000;7,00000000000001;10;0,062;0,072
"4967";"9010";1000;5;1000;7,00000000000001;10;0,058;0,066
"4968";"9901";1000;5;1000;7,00000000000001;10;0,122;0
"4969";"5050";1000;5;1000;8,00000000000001;10;0,112;0,096
"4970";"7525";1000;5;1000;8,00000000000001;10;0,088;0,068
"4971";"9010";1000;5;1000;8,00000000000001;10;0,077;0,068
"4972";"9901";1000;5;1000;8,00000000000001;10;0,165;0
"4973";"5050";1000;5;1000;9,00000000000001;10;0,104;0,099
"4974";"7525";1000;5;1000;9,00000000000001;10;0,083;0,085
"4975";"9010";1000;5;1000;9,00000000000001;10;0,062;0,066
"4976";"9901";1000;5;1000;9,00000000000001;10;0,169;0
"4977";"5050";1000;5;1000;10;10;0,142;0,134
"4978";"7525";1000;5;1000;10;10;0,096;0,089
"4979";"9010";1000;5;1000;10;10;0,078;0,078
"4980";"9901";1000;5;1000;10;10;0,19;0
"4981";"5050";1000;5;1000;20;10;0,354;0,363
"4982";"7525";1000;5;1000;20;10;0,278;0,274
"4983";"9010";1000;5;1000;20;10;0,158;0,142
"4984";"9901";1000;5;1000;20;10;0,611;0
"4985";"5050";1000;5;1000;50;10;0,968;0,974
"4986";"7525";1000;5;1000;50;10;0,934;0,903
"4987";"9010";1000;5;1000;50;10;0,637;0,653
"4988";"9901";1000;5;1000;50;10;1;0
"4989";"5050";1000;5;1000;100;10;1;1
"4990";"7525";1000;5;1000;100;10;1;1
"4991";"9010";1000;5;1000;100;10;0,998;0,995
"4992";"9901";1000;5;1000;100;10;1;0,723
"4993";"5050";1000;10;1000;1;1;0,366;0,346
"4994";"7525";1000;10;1000;1;1;0,269;0,268
"4995";"9010";1000;10;1000;1;1;0,167;0,151
"4996";"9901";1000;10;1000;1;1;0,069;0,052
"4997";"5050";1000;10;1000;2;1;0,89;0,875
"4998";"7525";1000;10;1000;2;1;0,778;0,765
"4999";"9010";1000;10;1000;2;1;0,452;0,467
"5000";"9901";1000;10;1000;2;1;0,096;0,088
"5001";"5050";1000;10;1000;3;1;1;0,995
"5002";"7525";1000;10;1000;3;1;0,977;0,985
"5003";"9010";1000;10;1000;3;1;0,794;0,805
"5004";"9901";1000;10;1000;3;1;0,141;0,132
"5005";"5050";1000;10;1000;4;1;1;1
"5006";"7525";1000;10;1000;4;1;1;0,998
"5007";"9010";1000;10;1000;4;1;0,962;0,957
"5008";"9901";1000;10;1000;4;1;0,192;0,224
"5009";"5050";1000;10;1000;5;1;1;1
"5010";"7525";1000;10;1000;5;1;1;1
"5011";"9010";1000;10;1000;5;1;0,996;0,998
"5012";"9901";1000;10;1000;5;1;0,281;0,332
"5013";"5050";1000;10;1000;6,00000000000001;1;1;1
"5014";"7525";1000;10;1000;6,00000000000001;1;1;1
"5015";"9010";1000;10;1000;6,00000000000001;1;1;1
"5016";"9901";1000;10;1000;6,00000000000001;1;0,408;0,42
"5017";"5050";1000;10;1000;7,00000000000001;1;1;1
"5018";"7525";1000;10;1000;7,00000000000001;1;1;1
"5019";"9010";1000;10;1000;7,00000000000001;1;1;1
"5020";"9901";1000;10;1000;7,00000000000001;1;0,511;0,556
"5021";"5050";1000;10;1000;8,00000000000001;1;1;1
"5022";"7525";1000;10;1000;8,00000000000001;1;1;1
"5023";"9010";1000;10;1000;8,00000000000001;1;1;1
"5024";"9901";1000;10;1000;8,00000000000001;1;0,627;0,679
"5025";"5050";1000;10;1000;9,00000000000001;1;1;1
"5026";"7525";1000;10;1000;9,00000000000001;1;1;1
"5027";"9010";1000;10;1000;9,00000000000001;1;1;1
"5028";"9901";1000;10;1000;9,00000000000001;1;0,723;0,765
"5029";"5050";1000;10;1000;10;1;1;1
"5030";"7525";1000;10;1000;10;1;1;1
"5031";"9010";1000;10;1000;10;1;1;1
"5032";"9901";1000;10;1000;10;1;0,8;0,851
"5033";"5050";1000;10;1000;20;1;1;1
"5034";"7525";1000;10;1000;20;1;1;1
"5035";"9010";1000;10;1000;20;1;1;1
"5036";"9901";1000;10;1000;20;1;1;1
"5037";"5050";1000;10;1000;50;1;1;1
"5038";"7525";1000;10;1000;50;1;1;1
"5039";"9010";1000;10;1000;50;1;1;1
"5040";"9901";1000;10;1000;50;1;1;1
"5041";"5050";1000;10;1000;100;1;1;1
"5042";"7525";1000;10;1000;100;1;1;1
"5043";"9010";1000;10;1000;100;1;1;1
"5044";"9901";1000;10;1000;100;1;1;1
"5045";"5050";1000;10;1000;1;2;0,118;0,12
"5046";"7525";1000;10;1000;1;2;0,115;0,09
"5047";"9010";1000;10;1000;1;2;0,078;0,087
"5048";"9901";1000;10;1000;1;2;0,068;0,005
"5049";"5050";1000;10;1000;2;2;0,357;0,34
"5050";"7525";1000;10;1000;2;2;0,26;0,269
"5051";"9010";1000;10;1000;2;2;0,152;0,138
"5052";"9901";1000;10;1000;2;2;0,098;0,007
"5053";"5050";1000;10;1000;3;2;0,661;0,659
"5054";"7525";1000;10;1000;3;2;0,516;0,505
"5055";"9010";1000;10;1000;3;2;0,292;0,277
"5056";"9901";1000;10;1000;3;2;0,139;0,017
"5057";"5050";1000;10;1000;4;2;0,902;0,863
"5058";"7525";1000;10;1000;4;2;0,782;0,783
"5059";"9010";1000;10;1000;4;2;0,446;0,446
"5060";"9901";1000;10;1000;4;2;0,182;0,017
"5061";"5050";1000;10;1000;5;2;0,978;0,969
"5062";"7525";1000;10;1000;5;2;0,928;0,918
"5063";"9010";1000;10;1000;5;2;0,659;0,645
"5064";"9901";1000;10;1000;5;2;0,299;0,061
"5065";"5050";1000;10;1000;6,00000000000001;2;1;0,994
"5066";"7525";1000;10;1000;6,00000000000001;2;0,981;0,975
"5067";"9010";1000;10;1000;6,00000000000001;2;0,806;0,789
"5068";"9901";1000;10;1000;6,00000000000001;2;0,403;0,098
"5069";"5050";1000;10;1000;7,00000000000001;2;1;0,999
"5070";"7525";1000;10;1000;7,00000000000001;2;0,996;0,996
"5071";"9010";1000;10;1000;7,00000000000001;2;0,923;0,899
"5072";"9901";1000;10;1000;7,00000000000001;2;0,528;0,16
"5073";"5050";1000;10;1000;8,00000000000001;2;1;1
"5074";"7525";1000;10;1000;8,00000000000001;2;0,998;1
"5075";"9010";1000;10;1000;8,00000000000001;2;0,958;0,964
"5076";"9901";1000;10;1000;8,00000000000001;2;0,603;0,253
"5077";"5050";1000;10;1000;9,00000000000001;2;1;1
"5078";"7525";1000;10;1000;9,00000000000001;2;1;1
"5079";"9010";1000;10;1000;9,00000000000001;2;0,994;0,985
"5080";"9901";1000;10;1000;9,00000000000001;2;0,701;0,329
"5081";"5050";1000;10;1000;10;2;1;1
"5082";"7525";1000;10;1000;10;2;1;1
"5083";"9010";1000;10;1000;10;2;0,996;0,996
"5084";"9901";1000;10;1000;10;2;0,801;0,449
"5085";"5050";1000;10;1000;20;2;1;1
"5086";"7525";1000;10;1000;20;2;1;1
"5087";"9010";1000;10;1000;20;2;1;1
"5088";"9901";1000;10;1000;20;2;1;0,997
"5089";"5050";1000;10;1000;50;2;1;1
"5090";"7525";1000;10;1000;50;2;1;1
"5091";"9010";1000;10;1000;50;2;1;1
"5092";"9901";1000;10;1000;50;2;1;1
"5093";"5050";1000;10;1000;100;2;1;1
"5094";"7525";1000;10;1000;100;2;1;1
"5095";"9010";1000;10;1000;100;2;1;1
"5096";"9901";1000;10;1000;100;2;1;1
"5097";"5050";1000;10;1000;1;5;0,068;0,057
"5098";"7525";1000;10;1000;1;5;0,052;0,062
"5099";"9010";1000;10;1000;1;5;0,05;0,051
"5100";"9901";1000;10;1000;1;5;0,072;0
"5101";"5050";1000;10;1000;2;5;0,101;0,095
"5102";"7525";1000;10;1000;2;5;0,074;0,087
"5103";"9010";1000;10;1000;2;5;0,074;0,069
"5104";"9901";1000;10;1000;2;5;0,095;0
"5105";"5050";1000;10;1000;3;5;0,168;0,19
"5106";"7525";1000;10;1000;3;5;0,128;0,103
"5107";"9010";1000;10;1000;3;5;0,088;0,086
"5108";"9901";1000;10;1000;3;5;0,131;0
"5109";"5050";1000;10;1000;4;5;0,224;0,265
"5110";"7525";1000;10;1000;4;5;0,208;0,204
"5111";"9010";1000;10;1000;4;5;0,12;0,125
"5112";"9901";1000;10;1000;4;5;0,178;0
"5113";"5050";1000;10;1000;5;5;0,354;0,341
"5114";"7525";1000;10;1000;5;5;0,276;0,277
"5115";"9010";1000;10;1000;5;5;0,175;0,152
"5116";"9901";1000;10;1000;5;5;0,284;0
"5117";"5050";1000;10;1000;6,00000000000001;5;0,472;0,46
"5118";"7525";1000;10;1000;6,00000000000001;5;0,383;0,378
"5119";"9010";1000;10;1000;6,00000000000001;5;0,202;0,169
"5120";"9901";1000;10;1000;6,00000000000001;5;0,381;0
"5121";"5050";1000;10;1000;7,00000000000001;5;0,608;0,589
"5122";"7525";1000;10;1000;7,00000000000001;5;0,496;0,458
"5123";"9010";1000;10;1000;7,00000000000001;5;0,233;0,267
"5124";"9901";1000;10;1000;7,00000000000001;5;0,444;0
"5125";"5050";1000;10;1000;8,00000000000001;5;0,719;0,69
"5126";"7525";1000;10;1000;8,00000000000001;5;0,576;0,538
"5127";"9010";1000;10;1000;8,00000000000001;5;0,326;0,318
"5128";"9901";1000;10;1000;8,00000000000001;5;0,55;0
"5129";"5050";1000;10;1000;9,00000000000001;5;0,793;0,809
"5130";"7525";1000;10;1000;9,00000000000001;5;0,676;0,674
"5131";"9010";1000;10;1000;9,00000000000001;5;0,411;0,394
"5132";"9901";1000;10;1000;9,00000000000001;5;0,662;0
"5133";"5050";1000;10;1000;10;5;0,892;0,871
"5134";"7525";1000;10;1000;10;5;0,786;0,767
"5135";"9010";1000;10;1000;10;5;0,476;0,454
"5136";"9901";1000;10;1000;10;5;0,759;0
"5137";"5050";1000;10;1000;20;5;1;1
"5138";"7525";1000;10;1000;20;5;0,999;1
"5139";"9010";1000;10;1000;20;5;0,962;0,963
"5140";"9901";1000;10;1000;20;5;0,999;0,153
"5141";"5050";1000;10;1000;50;5;1;1
"5142";"7525";1000;10;1000;50;5;1;1
"5143";"9010";1000;10;1000;50;5;1;1
"5144";"9901";1000;10;1000;50;5;1;1
"5145";"5050";1000;10;1000;100;5;1;1
"5146";"7525";1000;10;1000;100;5;1;1
"5147";"9010";1000;10;1000;100;5;1;1
"5148";"9901";1000;10;1000;100;5;1;1
"5149";"5050";1000;10;1000;1;10;0,057;0,051
"5150";"7525";1000;10;1000;1;10;0,044;0,053
"5151";"9010";1000;10;1000;1;10;0,047;0,046
"5152";"9901";1000;10;1000;1;10;0,059;0
"5153";"5050";1000;10;1000;2;10;0,075;0,062
"5154";"7525";1000;10;1000;2;10;0,053;0,056
"5155";"9010";1000;10;1000;2;10;0,056;0,054
"5156";"9901";1000;10;1000;2;10;0,074;0
"5157";"5050";1000;10;1000;3;10;0,086;0,072
"5158";"7525";1000;10;1000;3;10;0,071;0,064
"5159";"9010";1000;10;1000;3;10;0,054;0,055
"5160";"9901";1000;10;1000;3;10;0,103;0
"5161";"5050";1000;10;1000;4;10;0,105;0,093
"5162";"7525";1000;10;1000;4;10;0,088;0,093
"5163";"9010";1000;10;1000;4;10;0,057;0,071
"5164";"9901";1000;10;1000;4;10;0,149;0
"5165";"5050";1000;10;1000;5;10;0,125;0,135
"5166";"7525";1000;10;1000;5;10;0,108;0,105
"5167";"9010";1000;10;1000;5;10;0,088;0,069
"5168";"9901";1000;10;1000;5;10;0,189;0
"5169";"5050";1000;10;1000;6,00000000000001;10;0,15;0,171
"5170";"7525";1000;10;1000;6,00000000000001;10;0,123;0,123
"5171";"9010";1000;10;1000;6,00000000000001;10;0,083;0,087
"5172";"9901";1000;10;1000;6,00000000000001;10;0,262;0
"5173";"5050";1000;10;1000;7,00000000000001;10;0,189;0,201
"5174";"7525";1000;10;1000;7,00000000000001;10;0,152;0,133
"5175";"9010";1000;10;1000;7,00000000000001;10;0,108;0,091
"5176";"9901";1000;10;1000;7,00000000000001;10;0,321;0
"5177";"5050";1000;10;1000;8,00000000000001;10;0,236;0,238
"5178";"7525";1000;10;1000;8,00000000000001;10;0,2;0,182
"5179";"9010";1000;10;1000;8,00000000000001;10;0,124;0,114
"5180";"9901";1000;10;1000;8,00000000000001;10;0,419;0
"5181";"5050";1000;10;1000;9,00000000000001;10;0,311;0,316
"5182";"7525";1000;10;1000;9,00000000000001;10;0,216;0,25
"5183";"9010";1000;10;1000;9,00000000000001;10;0,125;0,122
"5184";"9901";1000;10;1000;9,00000000000001;10;0,492;0
"5185";"5050";1000;10;1000;10;10;0,332;0,323
"5186";"7525";1000;10;1000;10;10;0,266;0,245
"5187";"9010";1000;10;1000;10;10;0,174;0,158
"5188";"9901";1000;10;1000;10;10;0,607;0
"5189";"5050";1000;10;1000;20;10;0,892;0,877
"5190";"7525";1000;10;1000;20;10;0,781;0,771
"5191";"9010";1000;10;1000;20;10;0,46;0,474
"5192";"9901";1000;10;1000;20;10;0,988;0
"5193";"5050";1000;10;1000;50;10;1;1
"5194";"7525";1000;10;1000;50;10;1;1
"5195";"9010";1000;10;1000;50;10;0,997;0,998
"5196";"9901";1000;10;1000;50;10;1;0,735
"5197";"5050";1000;10;1000;100;10;1;1
"5198";"7525";1000;10;1000;100;10;1;1
"5199";"9010";1000;10;1000;100;10;1;1
"5200";"9901";1000;10;1000;100;10;1;1
"5201";"5050";1000;20;1000;1;1;0,888;0,866
"5202";"7525";1000;20;1000;1;1;0,79;0,763
"5203";"9010";1000;20;1000;1;1;0,491;0,481
"5204";"9901";1000;20;1000;1;1;0,092;0,101
"5205";"5050";1000;20;1000;2;1;1;1
"5206";"7525";1000;20;1000;2;1;1;1
"5207";"9010";1000;20;1000;2;1;0,964;0,96
"5208";"9901";1000;20;1000;2;1;0,215;0,229
"5209";"5050";1000;20;1000;3;1;1;1
"5210";"7525";1000;20;1000;3;1;1;1
"5211";"9010";1000;20;1000;3;1;1;0,999
"5212";"9901";1000;20;1000;3;1;0,371;0,438
"5213";"5050";1000;20;1000;4;1;1;1
"5214";"7525";1000;20;1000;4;1;1;1
"5215";"9010";1000;20;1000;4;1;1;1
"5216";"9901";1000;20;1000;4;1;0,621;0,672
"5217";"5050";1000;20;1000;5;1;1;1
"5218";"7525";1000;20;1000;5;1;1;1
"5219";"9010";1000;20;1000;5;1;1;1
"5220";"9901";1000;20;1000;5;1;0,794;0,86
"5221";"5050";1000;20;1000;6,00000000000001;1;1;1
"5222";"7525";1000;20;1000;6,00000000000001;1;1;1
"5223";"9010";1000;20;1000;6,00000000000001;1;1;1
"5224";"9901";1000;20;1000;6,00000000000001;1;0,917;0,945
"5225";"5050";1000;20;1000;7,00000000000001;1;1;1
"5226";"7525";1000;20;1000;7,00000000000001;1;1;1
"5227";"9010";1000;20;1000;7,00000000000001;1;1;1
"5228";"9901";1000;20;1000;7,00000000000001;1;0,971;0,993
"5229";"5050";1000;20;1000;8,00000000000001;1;1;1
"5230";"7525";1000;20;1000;8,00000000000001;1;1;1
"5231";"9010";1000;20;1000;8,00000000000001;1;1;1
"5232";"9901";1000;20;1000;8,00000000000001;1;0,996;1
"5233";"5050";1000;20;1000;9,00000000000001;1;1;1
"5234";"7525";1000;20;1000;9,00000000000001;1;1;1
"5235";"9010";1000;20;1000;9,00000000000001;1;1;1
"5236";"9901";1000;20;1000;9,00000000000001;1;1;1
"5237";"5050";1000;20;1000;10;1;1;1
"5238";"7525";1000;20;1000;10;1;1;1
"5239";"9010";1000;20;1000;10;1;1;1
"5240";"9901";1000;20;1000;10;1;0,999;1
"5241";"5050";1000;20;1000;20;1;1;1
"5242";"7525";1000;20;1000;20;1;1;1
"5243";"9010";1000;20;1000;20;1;1;1
"5244";"9901";1000;20;1000;20;1;1;1
"5245";"5050";1000;20;1000;50;1;1;1
"5246";"7525";1000;20;1000;50;1;1;1
"5247";"9010";1000;20;1000;50;1;1;1
"5248";"9901";1000;20;1000;50;1;1;1
"5249";"5050";1000;20;1000;100;1;1;1
"5250";"7525";1000;20;1000;100;1;1;1
"5251";"9010";1000;20;1000;100;1;1;1
"5252";"9901";1000;20;1000;100;1;1;1
"5253";"5050";1000;20;1000;1;2;0,349;0,337
"5254";"7525";1000;20;1000;1;2;0,276;0,285
"5255";"9010";1000;20;1000;1;2;0,147;0,141
"5256";"9901";1000;20;1000;1;2;0,07;0,003
"5257";"5050";1000;20;1000;2;2;0,87;0,872
"5258";"7525";1000;20;1000;2;2;0,783;0,746
"5259";"9010";1000;20;1000;2;2;0,485;0,443
"5260";"9901";1000;20;1000;2;2;0,203;0,018
"5261";"5050";1000;20;1000;3;2;0,994;0,999
"5262";"7525";1000;20;1000;3;2;0,987;0,986
"5263";"9010";1000;20;1000;3;2;0,821;0,786
"5264";"9901";1000;20;1000;3;2;0,363;0,093
"5265";"5050";1000;20;1000;4;2;1;1
"5266";"7525";1000;20;1000;4;2;1;1
"5267";"9010";1000;20;1000;4;2;0,967;0,957
"5268";"9901";1000;20;1000;4;2;0,607;0,227
"5269";"5050";1000;20;1000;5;2;1;1
"5270";"7525";1000;20;1000;5;2;1;1
"5271";"9010";1000;20;1000;5;2;0,997;0,995
"5272";"9901";1000;20;1000;5;2;0,793;0,474
"5273";"5050";1000;20;1000;6,00000000000001;2;1;1
"5274";"7525";1000;20;1000;6,00000000000001;2;1;1
"5275";"9010";1000;20;1000;6,00000000000001;2;1;1
"5276";"9901";1000;20;1000;6,00000000000001;2;0,919;0,686
"5277";"5050";1000;20;1000;7,00000000000001;2;1;1
"5278";"7525";1000;20;1000;7,00000000000001;2;1;1
"5279";"9010";1000;20;1000;7,00000000000001;2;1;1
"5280";"9901";1000;20;1000;7,00000000000001;2;0,974;0,87
"5281";"5050";1000;20;1000;8,00000000000001;2;1;1
"5282";"7525";1000;20;1000;8,00000000000001;2;1;1
"5283";"9010";1000;20;1000;8,00000000000001;2;1;1
"5284";"9901";1000;20;1000;8,00000000000001;2;0,991;0,95
"5285";"5050";1000;20;1000;9,00000000000001;2;1;1
"5286";"7525";1000;20;1000;9,00000000000001;2;1;1
"5287";"9010";1000;20;1000;9,00000000000001;2;1;1
"5288";"9901";1000;20;1000;9,00000000000001;2;0,997;0,992
"5289";"5050";1000;20;1000;10;2;1;1
"5290";"7525";1000;20;1000;10;2;1;1
"5291";"9010";1000;20;1000;10;2;1;1
"5292";"9901";1000;20;1000;10;2;1;0,997
"5293";"5050";1000;20;1000;20;2;1;1
"5294";"7525";1000;20;1000;20;2;1;1
"5295";"9010";1000;20;1000;20;2;1;1
"5296";"9901";1000;20;1000;20;2;1;1
"5297";"5050";1000;20;1000;50;2;1;1
"5298";"7525";1000;20;1000;50;2;1;1
"5299";"9010";1000;20;1000;50;2;1;1
"5300";"9901";1000;20;1000;50;2;1;1
"5301";"5050";1000;20;1000;100;2;1;1
"5302";"7525";1000;20;1000;100;2;1;1
"5303";"9010";1000;20;1000;100;2;1;1
"5304";"9901";1000;20;1000;100;2;1;1
"5305";"5050";1000;20;1000;1;5;0,079;0,092
"5306";"7525";1000;20;1000;1;5;0,107;0,068
"5307";"9010";1000;20;1000;1;5;0,061;0,069
"5308";"9901";1000;20;1000;1;5;0,092;0
"5309";"5050";1000;20;1000;2;5;0,231;0,229
"5310";"7525";1000;20;1000;2;5;0,177;0,164
"5311";"9010";1000;20;1000;2;5;0,103;0,106
"5312";"9901";1000;20;1000;2;5;0,193;0
"5313";"5050";1000;20;1000;3;5;0,483;0,479
"5314";"7525";1000;20;1000;3;5;0,361;0,357
"5315";"9010";1000;20;1000;3;5;0,219;0,199
"5316";"9901";1000;20;1000;3;5;0,365;0
"5317";"5050";1000;20;1000;4;5;0,699;0,694
"5318";"7525";1000;20;1000;4;5;0,576;0,589
"5319";"9010";1000;20;1000;4;5;0,321;0,326
"5320";"9901";1000;20;1000;4;5;0,554;0
"5321";"5050";1000;20;1000;5;5;0,897;0,876
"5322";"7525";1000;20;1000;5;5;0,773;0,76
"5323";"9010";1000;20;1000;5;5;0,462;0,472
"5324";"9901";1000;20;1000;5;5;0,77;0
"5325";"5050";1000;20;1000;6,00000000000001;5;0,978;0,956
"5326";"7525";1000;20;1000;6,00000000000001;5;0,918;0,897
"5327";"9010";1000;20;1000;6,00000000000001;5;0,609;0,586
"5328";"9901";1000;20;1000;6,00000000000001;5;0,89;0
"5329";"5050";1000;20;1000;7,00000000000001;5;0,994;0,992
"5330";"7525";1000;20;1000;7,00000000000001;5;0,971;0,97
"5331";"9010";1000;20;1000;7,00000000000001;5;0,737;0,743
"5332";"9901";1000;20;1000;7,00000000000001;5;0,955;0,002
"5333";"5050";1000;20;1000;8,00000000000001;5;0,999;0,998
"5334";"7525";1000;20;1000;8,00000000000001;5;0,99;0,994
"5335";"9010";1000;20;1000;8,00000000000001;5;0,858;0,838
"5336";"9901";1000;20;1000;8,00000000000001;5;0,993;0,022
"5337";"5050";1000;20;1000;9,00000000000001;5;1;1
"5338";"7525";1000;20;1000;9,00000000000001;5;1;0,997
"5339";"9010";1000;20;1000;9,00000000000001;5;0,938;0,909
"5340";"9901";1000;20;1000;9,00000000000001;5;0,995;0,052
"5341";"5050";1000;20;1000;10;5;1;1
"5342";"7525";1000;20;1000;10;5;1;1
"5343";"9010";1000;20;1000;10;5;0,966;0,953
"5344";"9901";1000;20;1000;10;5;0,999;0,161
"5345";"5050";1000;20;1000;20;5;1;1
"5346";"7525";1000;20;1000;20;5;1;1
"5347";"9010";1000;20;1000;20;5;1;1
"5348";"9901";1000;20;1000;20;5;1;1
"5349";"5050";1000;20;1000;50;5;1;1
"5350";"7525";1000;20;1000;50;5;1;1
"5351";"9010";1000;20;1000;50;5;1;1
"5352";"9901";1000;20;1000;50;5;1;1
