"";"weights";"n_sim";"mu";"N";"lift";"sd";"power_ttest";"power_mwtest"
"498";"7525";1000;5;50;8,00000000000001;2;0,073;0,089
"499";"9010";1000;5;50;8,00000000000001;2;0,062;0,063
"500";"9901";1000;5;50;8,00000000000001;2;0,111;0,014
"501";"5050";1000;5;50;9,00000000000001;2;0,129;0,12
"502";"7525";1000;5;50;9,00000000000001;2;0,11;0,108
"503";"9010";1000;5;50;9,00000000000001;2;0,08;0,055
"504";"9901";1000;5;50;9,00000000000001;2;0,126;0,03
"505";"5050";1000;5;50;10;2;0,125;0,135
"506";"7525";1000;5;50;10;2;0,112;0,117
"507";"9010";1000;5;50;10;2;0,096;0,083
"508";"9901";1000;5;50;10;2;0,148;0,02
"509";"5050";1000;5;50;20;2;0,406;0,38
"510";"7525";1000;5;50;20;2;0,298;0,281
"511";"9010";1000;5;50;20;2;0,14;0,166
"512";"9901";1000;5;50;20;2;0,366;0,148
"513";"5050";1000;5;50;50;2;0,991;0,987
"514";"7525";1000;5;50;50;2;0,936;0,936
"515";"9010";1000;5;50;50;2;0,567;0,702
"516";"9901";1000;5;50;50;2;0,971;0,93
"517";"5050";1000;5;50;100;2;1;1
"518";"7525";1000;5;50;100;2;1;1
"519";"9010";1000;5;50;100;2;0,989;0,998
"520";"9901";1000;5;50;100;2;1;1
"521";"5050";1000;5;50;1;5;0,049;0,051
"522";"7525";1000;5;50;1;5;0,06;0,05
"523";"9010";1000;5;50;1;5;0,055;0,04
"524";"9901";1000;5;50;1;5;0,047;0
"525";"5050";1000;5;50;2;5;0,043;0,049
"526";"7525";1000;5;50;2;5;0,044;0,05
"527";"9010";1000;5;50;2;5;0,068;0,053
"528";"9901";1000;5;50;2;5;0,054;0
"529";"5050";1000;5;50;3;5;0,044;0,048
"530";"7525";1000;5;50;3;5;0,061;0,048
"531";"9010";1000;5;50;3;5;0,049;0,05
"532";"9901";1000;5;50;3;5;0,058;0
"533";"5050";1000;5;50;4;5;0,051;0,053
"534";"7525";1000;5;50;4;5;0,047;0,055
"535";"9010";1000;5;50;4;5;0,074;0,053
"536";"9901";1000;5;50;4;5;0,062;0
"537";"5050";1000;5;50;5;5;0,044;0,073
"538";"7525";1000;5;50;5;5;0,06;0,043
"539";"9010";1000;5;50;5;5;0,063;0,026
"540";"9901";1000;5;50;5;5;0,06;0
"541";"5050";1000;5;50;6,00000000000001;5;0,055;0,057
"542";"7525";1000;5;50;6,00000000000001;5;0,047;0,066
"543";"9010";1000;5;50;6,00000000000001;5;0,062;0,035
"544";"9901";1000;5;50;6,00000000000001;5;0,062;0,002
"545";"5050";1000;5;50;7,00000000000001;5;0,051;0,05
"546";"7525";1000;5;50;7,00000000000001;5;0,052;0,041
"547";"9010";1000;5;50;7,00000000000001;5;0,051;0,044
"548";"9901";1000;5;50;7,00000000000001;5;0,055;0
"549";"5050";1000;5;50;8,00000000000001;5;0,07;0,061
"550";"7525";1000;5;50;8,00000000000001;5;0,046;0,052
"551";"9010";1000;5;50;8,00000000000001;5;0,07;0,059
"552";"9901";1000;5;50;8,00000000000001;5;0,072;0,001
"553";"5050";1000;5;50;9,00000000000001;5;0,067;0,05
"554";"7525";1000;5;50;9,00000000000001;5;0,05;0,062
"555";"9010";1000;5;50;9,00000000000001;5;0,058;0,055
"556";"9901";1000;5;50;9,00000000000001;5;0,082;0,001
"557";"5050";1000;5;50;10;5;0,065;0,053
"558";"7525";1000;5;50;10;5;0,058;0,058
"559";"9010";1000;5;50;10;5;0,065;0,052
"560";"9901";1000;5;50;10;5;0,097;0
"561";"5050";1000;5;50;20;5;0,111;0,106
"562";"7525";1000;5;50;20;5;0,092;0,087
"563";"9010";1000;5;50;20;5;0,081;0,063
"564";"9901";1000;5;50;20;5;0,217;0,003
"565";"5050";1000;5;50;50;5;0,414;0,373
"566";"7525";1000;5;50;50;5;0,317;0,298
"567";"9010";1000;5;50;50;5;0,148;0,178
"568";"9901";1000;5;50;50;5;0,83;0,104
"569";"5050";1000;5;50;100;5;0,932;0,911
"570";"7525";1000;5;50;100;5;0,821;0,822
"571";"9010";1000;5;50;100;5;0,422;0,518
"572";"9901";1000;5;50;100;5;1;0,893
"573";"5050";1000;5;50;1;10;0,038;0,054
"574";"7525";1000;5;50;1;10;0,054;0,05
"575";"9010";1000;5;50;1;10;0,064;0,04
"576";"9901";1000;5;50;1;10;0,06;0
"577";"5050";1000;5;50;2;10;0,05;0,051
"578";"7525";1000;5;50;2;10;0,042;0,048
"579";"9010";1000;5;50;2;10;0,064;0,051
"580";"9901";1000;5;50;2;10;0,059;0
"581";"5050";1000;5;50;3;10;0,047;0,048
"582";"7525";1000;5;50;3;10;0,052;0,054
"583";"9010";1000;5;50;3;10;0,063;0,047
"584";"9901";1000;5;50;3;10;0,059;0
"585";"5050";1000;5;50;4;10;0,046;0,055
"586";"7525";1000;5;50;4;10;0,053;0,041
"587";"9010";1000;5;50;4;10;0,068;0,055
"588";"9901";1000;5;50;4;10;0,048;0
"589";"5050";1000;5;50;5;10;0,065;0,07
"590";"7525";1000;5;50;5;10;0,051;0,058
"591";"9010";1000;5;50;5;10;0,067;0,051
"592";"9901";1000;5;50;5;10;0,054;0
"593";"5050";1000;5;50;6,00000000000001;10;0,061;0,053
"594";"7525";1000;5;50;6,00000000000001;10;0,058;0,053
"595";"9010";1000;5;50;6,00000000000001;10;0,058;0,04
"596";"9901";1000;5;50;6,00000000000001;10;0,042;0
"597";"5050";1000;5;50;7,00000000000001;10;0,048;0,046
"598";"7525";1000;5;50;7,00000000000001;10;0,058;0,045
"599";"9010";1000;5;50;7,00000000000001;10;0,064;0,04
"600";"9901";1000;5;50;7,00000000000001;10;0,072;0
"601";"5050";1000;5;50;8,00000000000001;10;0,052;0,061
"602";"7525";1000;5;50;8,00000000000001;10;0,07;0,054
"603";"9010";1000;5;50;8,00000000000001;10;0,039;0,04
"604";"9901";1000;5;50;8,00000000000001;10;0,05;0
"605";"5050";1000;5;50;9,00000000000001;10;0,048;0,052
"606";"7525";1000;5;50;9,00000000000001;10;0,049;0,045
"607";"9010";1000;5;50;9,00000000000001;10;0,052;0,059
"608";"9901";1000;5;50;9,00000000000001;10;0,051;0
"609";"5050";1000;5;50;10;10;0,056;0,048
"610";"7525";1000;5;50;10;10;0,044;0,051
"611";"9010";1000;5;50;10;10;0,054;0,042
"612";"9901";1000;5;50;10;10;0,06;0,001
"613";"5050";1000;5;50;20;10;0,066;0,059
"614";"7525";1000;5;50;20;10;0,05;0,039
"615";"9010";1000;5;50;20;10;0,054;0,041
"616";"9901";1000;5;50;20;10;0,116;0
"617";"5050";1000;5;50;50;10;0,155;0,151
"618";"7525";1000;5;50;50;10;0,13;0,104
"619";"9010";1000;5;50;50;10;0,071;0,067
"620";"9901";1000;5;50;50;10;0,367;0,011
"621";"5050";1000;5;50;100;10;0,412;0,391
"622";"7525";1000;5;50;100;10;0,295;0,291
"623";"9010";1000;5;50;100;10;0,155;0,162
"624";"9901";1000;5;50;100;10;0,915;0,116
"625";"5050";1000;10;50;1;1;0,059;0,06
"626";"7525";1000;10;50;1;1;0,061;0,048
"627";"9010";1000;10;50;1;1;0,057;0,061
"628";"9901";1000;10;50;1;1;0,062;0,052
"629";"5050";1000;10;50;2;1;0,103;0,118
"630";"7525";1000;10;50;2;1;0,107;0,088
"631";"9010";1000;10;50;2;1;0,067;0,046
"632";"9901";1000;10;50;2;1;0,087;0,073
"633";"5050";1000;10;50;3;1;0,197;0,162
"634";"7525";1000;10;50;3;1;0,131;0,125
"635";"9010";1000;10;50;3;1;0,082;0,107
"636";"9901";1000;10;50;3;1;0,089;0,083
"637";"5050";1000;10;50;4;1;0,293;0,285
"638";"7525";1000;10;50;4;1;0,2;0,22
"639";"9010";1000;10;50;4;1;0,114;0,126
"640";"9901";1000;10;50;4;1;0,12;0,107
"641";"5050";1000;10;50;5;1;0,401;0,4
"642";"7525";1000;10;50;5;1;0,315;0,276
"643";"9010";1000;10;50;5;1;0,156;0,162
"644";"9901";1000;10;50;5;1;0,155;0,171
"645";"5050";1000;10;50;6,00000000000001;1;0,56;0,541
"646";"7525";1000;10;50;6,00000000000001;1;0,386;0,426
"647";"9010";1000;10;50;6,00000000000001;1;0,201;0,226
"648";"9901";1000;10;50;6,00000000000001;1;0,194;0,235
"649";"5050";1000;10;50;7,00000000000001;1;0,68;0,651
"650";"7525";1000;10;50;7,00000000000001;1;0,533;0,495
"651";"9010";1000;10;50;7,00000000000001;1;0,235;0,259
"652";"9901";1000;10;50;7,00000000000001;1;0,242;0,299
"653";"5050";1000;10;50;8,00000000000001;1;0,784;0,752
"654";"7525";1000;10;50;8,00000000000001;1;0,635;0,64
"655";"9010";1000;10;50;8,00000000000001;1;0,275;0,337
"656";"9901";1000;10;50;8,00000000000001;1;0,304;0,366
"657";"5050";1000;10;50;9,00000000000001;1;0,871;0,871
"658";"7525";1000;10;50;9,00000000000001;1;0,741;0,717
"659";"9010";1000;10;50;9,00000000000001;1;0,346;0,43
"660";"9901";1000;10;50;9,00000000000001;1;0,364;0,396
"661";"5050";1000;10;50;10;1;0,939;0,92
"662";"7525";1000;10;50;10;1;0,812;0,809
"663";"9010";1000;10;50;10;1;0,42;0,496
"664";"9901";1000;10;50;10;1;0,434;0,506
"665";"5050";1000;10;50;20;1;1;1
"666";"7525";1000;10;50;20;1;1;1
"667";"9010";1000;10;50;20;1;0,888;0,975
"668";"9901";1000;10;50;20;1;0,902;0,973
"669";"5050";1000;10;50;50;1;1;1
"670";"7525";1000;10;50;50;1;1;1
"671";"9010";1000;10;50;50;1;1;1
"672";"9901";1000;10;50;50;1;1;1
"673";"5050";1000;10;50;100;1;1;1
"674";"7525";1000;10;50;100;1;1;1
"675";"9010";1000;10;50;100;1;1;1
"676";"9901";1000;10;50;100;1;1;1
"677";"5050";1000;10;50;1;2;0,06;0,047
"678";"7525";1000;10;50;1;2;0,055;0,044
"679";"9010";1000;10;50;1;2;0,066;0,047
"680";"9901";1000;10;50;1;2;0,066;0,003
"681";"5050";1000;10;50;2;2;0,06;0,057
"682";"7525";1000;10;50;2;2;0,069;0,057
"683";"9010";1000;10;50;2;2;0,059;0,048
"684";"9901";1000;10;50;2;2;0,08;0,007
"685";"5050";1000;10;50;3;2;0,088;0,099
"686";"7525";1000;10;50;3;2;0,07;0,056
"687";"9010";1000;10;50;3;2;0,073;0,049
"688";"9901";1000;10;50;3;2;0,072;0,007
"689";"5050";1000;10;50;4;2;0,105;0,113
"690";"7525";1000;10;50;4;2;0,087;0,097
"691";"9010";1000;10;50;4;2;0,077;0,075
"692";"9901";1000;10;50;4;2;0,114;0,019
"693";"5050";1000;10;50;5;2;0,155;0,128
"694";"7525";1000;10;50;5;2;0,128;0,135
"695";"9010";1000;10;50;5;2;0,092;0,072
"696";"9901";1000;10;50;5;2;0,144;0,023
"697";"5050";1000;10;50;6,00000000000001;2;0,177;0,185
"698";"7525";1000;10;50;6,00000000000001;2;0,15;0,146
"699";"9010";1000;10;50;6,00000000000001;2;0,075;0,07
"700";"9901";1000;10;50;6,00000000000001;2;0,182;0,033
"701";"5050";1000;10;50;7,00000000000001;2;0,233;0,202
"702";"7525";1000;10;50;7,00000000000001;2;0,181;0,178
"703";"9010";1000;10;50;7,00000000000001;2;0,121;0,12
"704";"9901";1000;10;50;7,00000000000001;2;0,212;0,072
"705";"5050";1000;10;50;8,00000000000001;2;0,287;0,254
"706";"7525";1000;10;50;8,00000000000001;2;0,213;0,193
"707";"9010";1000;10;50;8,00000000000001;2;0,098;0,135
"708";"9901";1000;10;50;8,00000000000001;2;0,281;0,076
"709";"5050";1000;10;50;9,00000000000001;2;0,312;0,309
"710";"7525";1000;10;50;9,00000000000001;2;0,232;0,256
"711";"9010";1000;10;50;9,00000000000001;2;0,139;0,136
"712";"9901";1000;10;50;9,00000000000001;2;0,339;0,122
"713";"5050";1000;10;50;10;2;0,408;0,384
"714";"7525";1000;10;50;10;2;0,284;0,275
"715";"9010";1000;10;50;10;2;0,15;0,16
"716";"9901";1000;10;50;10;2;0,395;0,144
"717";"5050";1000;10;50;20;2;0,94;0,917
"718";"7525";1000;10;50;20;2;0,792;0,804
"719";"9010";1000;10;50;20;2;0,442;0,491
"720";"9901";1000;10;50;20;2;0,884;0,749
"721";"5050";1000;10;50;50;2;1;1
"722";"7525";1000;10;50;50;2;1;1
"723";"9010";1000;10;50;50;2;0,979;0,999
"724";"9901";1000;10;50;50;2;1;1
"725";"5050";1000;10;50;100;2;1;1
"726";"7525";1000;10;50;100;2;1;1
"727";"9010";1000;10;50;100;2;1;1
"728";"9901";1000;10;50;100;2;1;1
"729";"5050";1000;10;50;1;5;0,052;0,049
"730";"7525";1000;10;50;1;5;0,057;0,045
"731";"9010";1000;10;50;1;5;0,052;0,042
"732";"9901";1000;10;50;1;5;0,058;0,001
"733";"5050";1000;10;50;2;5;0,049;0,045
"734";"7525";1000;10;50;2;5;0,051;0,049
"735";"9010";1000;10;50;2;5;0,066;0,047
"736";"9901";1000;10;50;2;5;0,052;0
"737";"5050";1000;10;50;3;5;0,049;0,06
"738";"7525";1000;10;50;3;5;0,043;0,049
"739";"9010";1000;10;50;3;5;0,06;0,049
"740";"9901";1000;10;50;3;5;0,058;0
"741";"5050";1000;10;50;4;5;0,053;0,063
"742";"7525";1000;10;50;4;5;0,059;0,044
"743";"9010";1000;10;50;4;5;0,066;0,048
"744";"9901";1000;10;50;4;5;0,073;0,001
"745";"5050";1000;10;50;5;5;0,048;0,062
"746";"7525";1000;10;50;5;5;0,056;0,057
"747";"9010";1000;10;50;5;5;0,058;0,047
"748";"9901";1000;10;50;5;5;0,077;0,001
"749";"5050";1000;10;50;6,00000000000001;5;0,076;0,061
"750";"7525";1000;10;50;6,00000000000001;5;0,071;0,059
"751";"9010";1000;10;50;6,00000000000001;5;0,07;0,064
"752";"9901";1000;10;50;6,00000000000001;5;0,107;0
"753";"5050";1000;10;50;7,00000000000001;5;0,075;0,075
"754";"7525";1000;10;50;7,00000000000001;5;0,079;0,054
"755";"9010";1000;10;50;7,00000000000001;5;0,049;0,065
"756";"9901";1000;10;50;7,00000000000001;5;0,137;0
"757";"5050";1000;10;50;8,00000000000001;5;0,077;0,073
"758";"7525";1000;10;50;8,00000000000001;5;0,076;0,057
"759";"9010";1000;10;50;8,00000000000001;5;0,069;0,063
"760";"9901";1000;10;50;8,00000000000001;5;0,143;0,003
"761";"5050";1000;10;50;9,00000000000001;5;0,085;0,101
"762";"7525";1000;10;50;9,00000000000001;5;0,081;0,069
"763";"9010";1000;10;50;9,00000000000001;5;0,064;0,062
"764";"9901";1000;10;50;9,00000000000001;5;0,219;0,004
"765";"5050";1000;10;50;10;5;0,089;0,105
"766";"7525";1000;10;50;10;5;0,094;0,088
"767";"9010";1000;10;50;10;5;0,076;0,055
"768";"9901";1000;10;50;10;5;0,223;0,003
"769";"5050";1000;10;50;20;5;0,287;0,268
"770";"7525";1000;10;50;20;5;0,207;0,199
"771";"9010";1000;10;50;20;5;0,124;0,095
"772";"9901";1000;10;50;20;5;0,636;0,047
"773";"5050";1000;10;50;50;5;0,929;0,936
"774";"7525";1000;10;50;50;5;0,81;0,806
"775";"9010";1000;10;50;50;5;0,417;0,511
"776";"9901";1000;10;50;50;5;1;0,9
"777";"5050";1000;10;50;100;5;1;1
"778";"7525";1000;10;50;100;5;1;1
"779";"9010";1000;10;50;100;5;0,91;0,965
"780";"9901";1000;10;50;100;5;1;1
"781";"5050";1000;10;50;1;10;0,04;0,049
"782";"7525";1000;10;50;1;10;0,046;0,05
"783";"9010";1000;10;50;1;10;0,062;0,038
"784";"9901";1000;10;50;1;10;0,054;0
"785";"5050";1000;10;50;2;10;0,046;0,051
"786";"7525";1000;10;50;2;10;0,064;0,063
"787";"9010";1000;10;50;2;10;0,063;0,044
"788";"9901";1000;10;50;2;10;0,039;0
"789";"5050";1000;10;50;3;10;0,053;0,055
"790";"7525";1000;10;50;3;10;0,052;0,052
"791";"9010";1000;10;50;3;10;0,063;0,047
"792";"9901";1000;10;50;3;10;0,07;0
"793";"5050";1000;10;50;4;10;0,058;0,066
"794";"7525";1000;10;50;4;10;0,054;0,048
"795";"9010";1000;10;50;4;10;0,062;0,042
"796";"9901";1000;10;50;4;10;0,059;0
"797";"5050";1000;10;50;5;10;0,063;0,046
"798";"7525";1000;10;50;5;10;0,069;0,051
"799";"9010";1000;10;50;5;10;0,057;0,05
"800";"9901";1000;10;50;5;10;0,065;0,001
"801";"5050";1000;10;50;6,00000000000001;10;0,045;0,052
"802";"7525";1000;10;50;6,00000000000001;10;0,059;0,036
"803";"9010";1000;10;50;6,00000000000001;10;0,058;0,051
"804";"9901";1000;10;50;6,00000000000001;10;0,06;0
"805";"5050";1000;10;50;7,00000000000001;10;0,067;0,048
"806";"7525";1000;10;50;7,00000000000001;10;0,047;0,051
"807";"9010";1000;10;50;7,00000000000001;10;0,061;0,046
"808";"9901";1000;10;50;7,00000000000001;10;0,074;0
"809";"5050";1000;10;50;8,00000000000001;10;0,052;0,057
"810";"7525";1000;10;50;8,00000000000001;10;0,064;0,06
"811";"9010";1000;10;50;8,00000000000001;10;0,053;0,037
"812";"9901";1000;10;50;8,00000000000001;10;0,09;0
"813";"5050";1000;10;50;9,00000000000001;10;0,08;0,061
"814";"7525";1000;10;50;9,00000000000001;10;0,05;0,059
"815";"9010";1000;10;50;9,00000000000001;10;0,065;0,05
"816";"9901";1000;10;50;9,00000000000001;10;0,1;0
"817";"5050";1000;10;50;10;10;0,058;0,062
"818";"7525";1000;10;50;10;10;0,064;0,062
"819";"9010";1000;10;50;10;10;0,049;0,049
"820";"9901";1000;10;50;10;10;0,114;0,001
"821";"5050";1000;10;50;20;10;0,103;0,104
"822";"7525";1000;10;50;20;10;0,104;0,082
"823";"9010";1000;10;50;20;10;0,076;0,066
"824";"9901";1000;10;50;20;10;0,245;0,003
"825";"5050";1000;10;50;50;10;0,393;0,381
"826";"7525";1000;10;50;50;10;0,274;0,306
"827";"9010";1000;10;50;50;10;0,147;0,152
"828";"9901";1000;10;50;50;10;0,923;0,105
"829";"5050";1000;10;50;100;10;0,928;0,922
"830";"7525";1000;10;50;100;10;0,806;0,801
"831";"9010";1000;10;50;100;10;0,41;0,501
"832";"9901";1000;10;50;100;10;1;0,909
"833";"5050";1000;20;50;1;1;0,109;0,101
"834";"7525";1000;20;50;1;1;0,097;0,09
"835";"9010";1000;20;50;1;1;0,069;0,063
"836";"9901";1000;20;50;1;1;0,076;0,078
"837";"5050";1000;20;50;2;1;0,296;0,272
"838";"7525";1000;20;50;2;1;0,189;0,182
"839";"9010";1000;20;50;2;1;0,129;0,119
"840";"9901";1000;20;50;2;1;0,12;0,145
"841";"5050";1000;20;50;3;1;0,541;0,526
"842";"7525";1000;20;50;3;1;0,396;0,377
"843";"9010";1000;20;50;3;1;0,191;0,196
"844";"9901";1000;20;50;3;1;0,191;0,225
"845";"5050";1000;20;50;4;1;0,806;0,752
"846";"7525";1000;20;50;4;1;0,656;0,643
"847";"9010";1000;20;50;4;1;0,313;0,355
"848";"9901";1000;20;50;4;1;0,291;0,34
"849";"5050";1000;20;50;5;1;0,932;0,931
"850";"7525";1000;20;50;5;1;0,796;0,816
"851";"9010";1000;20;50;5;1;0,383;0,466
"852";"9901";1000;20;50;5;1;0,437;0,523
"853";"5050";1000;20;50;6,00000000000001;1;0,99;0,987
"854";"7525";1000;20;50;6,00000000000001;1;0,934;0,921
"855";"9010";1000;20;50;6,00000000000001;1;0,548;0,645
"856";"9901";1000;20;50;6,00000000000001;1;0,561;0,67
"857";"5050";1000;20;50;7,00000000000001;1;0,996;0,999
"858";"7525";1000;20;50;7,00000000000001;1;0,975;0,987
"859";"9010";1000;20;50;7,00000000000001;1;0,665;0,805
"860";"9901";1000;20;50;7,00000000000001;1;0,654;0,791
"861";"5050";1000;20;50;8,00000000000001;1;1;1
"862";"7525";1000;20;50;8,00000000000001;1;0,996;0,994
"863";"9010";1000;20;50;8,00000000000001;1;0,769;0,865
"864";"9901";1000;20;50;8,00000000000001;1;0,758;0,902
"865";"5050";1000;20;50;9,00000000000001;1;1;1
"866";"7525";1000;20;50;9,00000000000001;1;0,999;0,998
"867";"9010";1000;20;50;9,00000000000001;1;0,851;0,946
"868";"9901";1000;20;50;9,00000000000001;1;0,851;0,935
"869";"5050";1000;20;50;10;1;1;1
"870";"7525";1000;20;50;10;1;1;1
"871";"9010";1000;20;50;10;1;0,901;0,972
"872";"9901";1000;20;50;10;1;0,916;0,973
"873";"5050";1000;20;50;20;1;1;1
"874";"7525";1000;20;50;20;1;1;1
"875";"9010";1000;20;50;20;1;1;1
"876";"9901";1000;20;50;20;1;1;1
"877";"5050";1000;20;50;50;1;1;1
"878";"7525";1000;20;50;50;1;1;1
"879";"9010";1000;20;50;50;1;1;1
"880";"9901";1000;20;50;50;1;1;1
"881";"5050";1000;20;50;100;1;1;1
"882";"7525";1000;20;50;100;1;1;1
"883";"9010";1000;20;50;100;1;1;1
"884";"9901";1000;20;50;100;1;1;1
"885";"5050";1000;20;50;1;2;0,061;0,074
"886";"7525";1000;20;50;1;2;0,063;0,041
"887";"9010";1000;20;50;1;2;0,059;0,048
"888";"9901";1000;20;50;1;2;0,058;0,008
"889";"5050";1000;20;50;2;2;0,119;0,105
"890";"7525";1000;20;50;2;2;0,082;0,1
"891";"9010";1000;20;50;2;2;0,062;0,068
"892";"9901";1000;20;50;2;2;0,111;0,017
"893";"5050";1000;20;50;3;2;0,162;0,182
"894";"7525";1000;20;50;3;2;0,151;0,12
"895";"9010";1000;20;50;3;2;0,083;0,092
"896";"9901";1000;20;50;3;2;0,187;0,05
"897";"5050";1000;20;50;4;2;0,284;0,259
"898";"7525";1000;20;50;4;2;0,205;0,209
"899";"9010";1000;20;50;4;2;0,11;0,116
"900";"9901";1000;20;50;4;2;0,293;0,078
"901";"5050";1000;20;50;5;2;0,395;0,393
"902";"7525";1000;20;50;5;2;0,301;0,308
"903";"9010";1000;20;50;5;2;0,155;0,17
"904";"9901";1000;20;50;5;2;0,358;0,156
"905";"5050";1000;20;50;6,00000000000001;2;0,579;0,538
"906";"7525";1000;20;50;6,00000000000001;2;0,388;0,386
"907";"9010";1000;20;50;6,00000000000001;2;0,204;0,223
"908";"9901";1000;20;50;6,00000000000001;2;0,534;0,242
"909";"5050";1000;20;50;7,00000000000001;2;0,696;0,665
"910";"7525";1000;20;50;7,00000000000001;2;0,52;0,509
"911";"9010";1000;20;50;7,00000000000001;2;0,243;0,282
"912";"9901";1000;20;50;7,00000000000001;2;0,661;0,341
"913";"5050";1000;20;50;8,00000000000001;2;0,805;0,764
"914";"7525";1000;20;50;8,00000000000001;2;0,625;0,647
"915";"9010";1000;20;50;8,00000000000001;2;0,313;0,323
"916";"9901";1000;20;50;8,00000000000001;2;0,746;0,489
"917";"5050";1000;20;50;9,00000000000001;2;0,873;0,856
"918";"7525";1000;20;50;9,00000000000001;2;0,747;0,721
"919";"9010";1000;20;50;9,00000000000001;2;0,369;0,435
"920";"9901";1000;20;50;9,00000000000001;2;0,822;0,62
"921";"5050";1000;20;50;10;2;0,944;0,929
"922";"7525";1000;20;50;10;2;0,784;0,797
"923";"9010";1000;20;50;10;2;0,409;0,526
"924";"9901";1000;20;50;10;2;0,891;0,751
"925";"5050";1000;20;50;20;2;1;1
"926";"7525";1000;20;50;20;2;1;1
"927";"9010";1000;20;50;20;2;0,918;0,976
"928";"9901";1000;20;50;20;2;1;1
"929";"5050";1000;20;50;50;2;1;1
"930";"7525";1000;20;50;50;2;1;1
"931";"9010";1000;20;50;50;2;1;1
"932";"9901";1000;20;50;50;2;1;1
"933";"5050";1000;20;50;100;2;1;1
"934";"7525";1000;20;50;100;2;1;1
"935";"9010";1000;20;50;100;2;1;1
"936";"9901";1000;20;50;100;2;1;1
"937";"5050";1000;20;50;1;5;0,049;0,051
"938";"7525";1000;20;50;1;5;0,051;0,052
"939";"9010";1000;20;50;1;5;0,054;0,05
"940";"9901";1000;20;50;1;5;0,046;0
"941";"5050";1000;20;50;2;5;0,053;0,054
"942";"7525";1000;20;50;2;5;0,06;0,057
"943";"9010";1000;20;50;2;5;0,078;0,044
"944";"9901";1000;20;50;2;5;0,063;0
"945";"5050";1000;20;50;3;5;0,078;0,063
"946";"7525";1000;20;50;3;5;0,074;0,061
"947";"9010";1000;20;50;3;5;0,06;0,056
"948";"9901";1000;20;50;3;5;0,082;0,002
"949";"5050";1000;20;50;4;5;0,088;0,082
"950";"7525";1000;20;50;4;5;0,093;0,076
"951";"9010";1000;20;50;4;5;0,072;0,048
"952";"9901";1000;20;50;4;5;0,16;0,002
"953";"5050";1000;20;50;5;5;0,121;0,117
"954";"7525";1000;20;50;5;5;0,1;0,075
"955";"9010";1000;20;50;5;5;0,084;0,073
"956";"9901";1000;20;50;5;5;0,222;0,004
"957";"5050";1000;20;50;6,00000000000001;5;0,133;0,127
"958";"7525";1000;20;50;6,00000000000001;5;0,11;0,123
"959";"9010";1000;20;50;6,00000000000001;5;0,078;0,089
"960";"9901";1000;20;50;6,00000000000001;5;0,265;0,005
"961";"5050";1000;20;50;7,00000000000001;5;0,163;0,189
"962";"7525";1000;20;50;7,00000000000001;5;0,117;0,126
"963";"9010";1000;20;50;7,00000000000001;5;0,078;0,085
"964";"9901";1000;20;50;7,00000000000001;5;0,361;0,02
"965";"5050";1000;20;50;8,00000000000001;5;0,193;0,18
"966";"7525";1000;20;50;8,00000000000001;5;0,136;0,133
"967";"9010";1000;20;50;8,00000000000001;5;0,104;0,097
"968";"9901";1000;20;50;8,00000000000001;5;0,475;0,021
"969";"5050";1000;20;50;9,00000000000001;5;0,233;0,219
"970";"7525";1000;20;50;9,00000000000001;5;0,185;0,17
"971";"9010";1000;20;50;9,00000000000001;5;0,113;0,106
"972";"9901";1000;20;50;9,00000000000001;5;0,533;0,025
"973";"5050";1000;20;50;10;5;0,27;0,286
"974";"7525";1000;20;50;10;5;0,22;0,23
"975";"9010";1000;20;50;10;5;0,116;0,113
"976";"9901";1000;20;50;10;5;0,622;0,05
"977";"5050";1000;20;50;20;5;0,793;0,772
"978";"7525";1000;20;50;20;5;0,635;0,615
"979";"9010";1000;20;50;20;5;0,281;0,351
"980";"9901";1000;20;50;20;5;0,995;0,598
"981";"5050";1000;20;50;50;5;1;1
"982";"7525";1000;20;50;50;5;1;1
"983";"9010";1000;20;50;50;5;0,906;0,971
"984";"9901";1000;20;50;50;5;1;1
"985";"5050";1000;20;50;100;5;1;1
"986";"7525";1000;20;50;100;5;1;1
"987";"9010";1000;20;50;100;5;1;1
"988";"9901";1000;20;50;100;5;1;1
"989";"5050";1000;20;50;1;10;0,051;0,055
"990";"7525";1000;20;50;1;10;0,047;0,047
"991";"9010";1000;20;50;1;10;0,047;0,069
"992";"9901";1000;20;50;1;10;0,058;0
"993";"5050";1000;20;50;2;10;0,047;0,06
"994";"7525";1000;20;50;2;10;0,05;0,047
"995";"9010";1000;20;50;2;10;0,05;0,031
"996";"9901";1000;20;50;2;10;0,044;0
"997";"5050";1000;20;50;3;10;0,052;0,045
"998";"7525";1000;20;50;3;10;0,065;0,049
"999";"9010";1000;20;50;3;10;0,063;0,039
"1000";"9901";1000;20;50;3;10;0,052;0
"1001";"5050";1000;20;50;4;10;0,055;0,063
"1002";"7525";1000;20;50;4;10;0,058;0,065
"1003";"9010";1000;20;50;4;10;0,054;0,047
"1004";"9901";1000;20;50;4;10;0,096;0
"1005";"5050";1000;20;50;5;10;0,065;0,077
"1006";"7525";1000;20;50;5;10;0,063;0,056
"1007";"9010";1000;20;50;5;10;0,064;0,039
"1008";"9901";1000;20;50;5;10;0,096;0,001
"1009";"5050";1000;20;50;6,00000000000001;10;0,074;0,079
